stock_code,company_name,annual_gross_margin,asset_turnover_annual,cash_share_annual,current_ratio_annual,eps_basic_excl_extra_annual,fcf_share_ttm,inventory_turnover_annual,lt_debt_equity_annual,net_interest_coverage_annual,net_profit_margin_annual,operating_margin_annual,quick_ratio_annual,receivables_turnover_annual,roe_ttm,roi_annual,roa_rfy,tangible_book_annual,total_debt_cagr_5y,total_debt_equity_annual,invalid_rate
15,Vantage International Holdings Ltd,-0.6489067678109697,-0.6075312300095387,-0.2286610276808646,-0.19228009966483767,-0.17346791080244658,-0.13545055637138234,-0.11537196981229682,-0.23881405641022455,-0.05797923234594615,0.09255770943406111,0.08200864019183687,-0.24792108408956637,-0.07031709914809867,0.038353761308509426,0.0537995531984214,0.03500192663571727,-0.09598636128482298,-0.12248996665920299,-0.1476951000294211,0.0
16,Sun Hung Kai Properties Limited,0.5463963447186536,-0.8143836426434018,1.646563793485742,-0.02058503515224842,4.385917746780847,0.0,-0.11673384330013312,-0.1615230893107765,-0.04520264233838306,0.15311691226391586,0.15116567172614978,-0.24550204132160844,-0.0705577347979873,0.10394574477502963,0.14584758069117065,0.10267995284731664,13.752347899557135,-0.2177829321010625,-0.1882912203288849,0.05555555555555555
17,New World Development Company Ltd.,-0.05838805977574613,-0.7412921249545883,4.107711955014617,-0.18391104949154055,3.830914125541539,-2.505337584711064,-0.11606253736696227,0.003948340166010637,0.0,0.15135944464507348,0.14424987174832063,-0.24258604749266088,-0.057368656461409435,0.09302608542385832,0.17091382210209638,0.11614930342306874,6.188024309267543,-0.23469156536777996,-0.09237748232797695,0.05555555555555555
18,Oriental Press Group Ltd,1.6591519212131827,-0.3424908964020235,-0.2790441552599006,0.830201443688142,-0.10474353986591571,-0.06327453207315956,-0.11422320125261795,-0.239700496238611,-0.05665679915476975,0.10899390895281333,0.09393957721811558,1.5841855175374924,-0.06438100239289238,0.06510581422906658,0.10159256523379728,0.06260478361740465,-0.21127695761405998,-0.6314194354640397,-0.23007576242972422,0.0
19,Swire Pacific Limited,0.09149222132634778,-0.6829853318236868,2.1709601839137314,-0.23025182587727025,3.2104373949402993,0.5422098150526907,-0.10857227036846014,-0.12327972880930584,0.0,0.13077259873991368,0.11970867185245095,-0.2581619722761589,-0.057466682145302116,0.05843222697663733,0.14436093961107768,0.09790996014286413,12.06905884602915,-0.30812911318373337,-0.17244936176793957,0.05555555555555555
21,Great China Properties Holdings Ltd,0.03892488660380865,-0.9530331550553389,-0.3218074553068776,-0.26409323808763513,-0.10275850091135665,0.0,-0.11695872335082584,-0.23829333954883045,0.0,0.09303456437179995,0.07815661355748747,-0.42186422301984955,0.012925960085848927,0.07531597540443007,0.10477778698652578,0.06719637361702845,-0.24971734517476826,-1.058435953548768,-0.2299352312149928,0.1111111111111111
22,Mexan Limited,0.3391525941122125,-0.8668657000690756,-0.3218109635147653,-0.32444900644501196,-0.12207807224068634,-0.0784469784558898,0.14839295647499745,-0.239700496238611,-0.12713479825474527,-0.12182681392620794,-0.1439917981050542,-0.3781222620688553,-0.05401689721066192,-0.04942906684693114,-0.025072297591850853,-0.05557268676752964,-0.24439240216355712,-0.7732661401303008,-0.21790600688521786,0.0
23,Bank of East Asia Ltd,0.0,0.0,2.786550684278235,0.0,0.3922681912468861,-0.6914977517397248,0.0,-0.19518411012008136,0.0,0.13337591090578782,0.11806259840790798,0.0,0.0,0.07595279784388244,0.0,0.07320081005236742,2.361905966133925,-0.6650134248616874,-0.20190914906362809,0.4444444444444444
24,Burwill Holdings Ltd,-1.0745241703845854,0.924225670268776,-0.3154944352129824,-0.16667192459481983,-0.12445016614460233,-0.07573082547610041,-0.07064497252820649,-0.19458266074870767,-0.05917283838963617,0.0983257201918658,0.08689362177702327,-0.11274628846681896,-0.07155171959803573,-0.13244066532947876,-0.09648019800587067,-0.0523234617982858,-0.25151151900473717,-0.4463069892966194,-0.055575943787981294,0.0
25,Chevalier International Holdings Limited,-0.695606823307667,-0.41736549644958026,1.4611234327504246,-0.15561058076833742,0.8740465454242835,-0.09083992135201341,-0.11420785640872458,-0.09424117910792265,0.0,0.1237353416010434,0.10860414573200443,-0.19457687867085477,-0.06356201176168692,0.10587534275932294,0.157234420933378,0.10467091845099455,1.7127576671756959,-0.34219503340395657,-0.14863256857796345,0.05555555555555555
26,China Motor Bus Company Ltd,0.0,-0.9595414056647515,6.370642862681213,1.10675215864007,16.877474831930797,-8.1298608601934,0.0,-0.239700496238611,0.0,2.3636533244145497,0.1956095080251771,0.0,0.02742931551037061,0.1982535856088623,0.2621970287023154,0.2213751450924454,15.587608594570478,0.0,-0.2307880638673234,0.2777777777777778
27,Galaxy Entertainment Group Limited,0.1589440555483661,-0.13046754492780518,0.3652241904825113,-0.24539326712220852,1.5625288306275344,0.0,0.09579100513660939,-0.23743414107158128,0.0,0.14721415215817998,0.1324946856744645,-0.23718735187554604,0.030006496094512364,0.0,0.3098821691903404,0.22284999800043423,0.9349413720046387,-0.3432979092643735,-0.2278356266541961,0.16666666666666666
28,Tian An China Investments Co Ltd,0.347348033421109,-0.8904915413224226,0.03193216242451255,-0.174640383385214,0.3918313720897547,0.0,-0.11670412041188083,-0.15605310950080634,0.0,0.1983423607872649,0.1593820140815428,-0.22223980322701845,-0.0695779374724036,0.08917136020872417,0.155114285438088,0.1053283157902552,0.8848182400320688,-0.26582859344619386,-0.18308109451575846,0.1111111111111111
29,Dynamic Holdings Limited,1.3720664586048716,-0.9154249763055144,-0.1223623286839081,-0.20263841132075533,0.016520775767607396,-0.027778451222121785,-0.11499836376655023,-0.239700496238611,0.0,0.17783346136032513,0.1728868610352554,-0.17156516962354051,-0.050460321375111576,0.07598367723400772,0.12909547804193602,0.0883946485897081,0.3894805396503765,-0.5424903248049007,-0.2196176462328612,0.05555555555555555
30,Ban Loong Holdings Ltd,-0.8247448659758639,0.908504827472524,-0.3223126372427047,0.318820864477733,-0.09795901953933084,-0.07716017128616451,0.0,-0.23640731956779398,-0.03517841280574673,0.11711165172677865,0.10432104514223053,0.7627089855873492,-0.04990982439021333,0.12745743718163208,0.1749807167859155,0.1269393950973792,-0.25414733380724297,-0.2828208415356345,-0.2083557714312914,0.05555555555555555
